나찌와 대응하기 위해서 위험한 무기임에도 불구하고 만들어야하는 고뇌와 분투가 그려집니다. 이렇게 노력했음에도 공산주의자로 몰리고 소련 스파이로 몰렸다는 것이 더 안타까울 뿐이네요.
역사를알수있는시간이라좋았어요
연기가참대단해요재밌어요
걸!작! 보태기: 모든 사람은 어떠한 과거를 지녔을지 모르니 만나는 순간순간 늘 친절하라!
3시간이 어떻게 지나갔는지~ 역사 지식과 핵에 관한 지식을 하고 갔으면 쉽게 이해했을텐데.. 좀 어려웠지만 새로운 사실을 알게되어 좋았어요
용아맥에서 봤는데 와... 정말 좋았습니다!! 영화가 몰입감이 대박~ 관람전에 배경을 알고 보면 더 재밌어요!
"최고였음. 영화보기전에 관련 영상 10개정도 보고 가서 끝까지 집중하면서 봤어요. 오펜하이머와 스트로스 청문회 교차장면들은 진짜 숨막힐정도로 좋았습니다. 전 핵폭발 후의 1시간이 더 좋네요. 근데 나는 이제 죽음이요, 세상의 파괴자가 되었도다 라는 명대사를 그렇게 보고싶진않았어요ㅠㅠ"
한번만 보면 놓치는 게 많을 영화. 어려워서가 아니라 너무 많은 등장인물과 서너개의 시간대에 헷갈려서. 천재라도 도덕적으로는 거시기한 모순된 존재이기도. 일본에서 개봉하긴 힘들겠다는 생각도 들었다. 앞으로도 몇 번 더 볼 예정
A+. 너무 재미있어요! 꼭 극장에서 보세요!
이야기와 사운드만으로 만들어내는 압도적 몰입감
3시간. 사운드가 엄청 큰
좋은영화 기대이상으로 너무 잘 봤습니다
흑백과 칼라가 왔다 갔다 해서 집중이 안 되었지만 어느 순간부터 영화에 푹 빠져서 시간 가는 줄 모르고 봤어요.
"모두가 한번 쯤은 꼭 봐야하는 영화. 원자폭탄 실험이 성공할 때 느낀 그 두려움과 이 때를 다시 재현한 것에 대한 경이로움은 절대 잊을 수 없다.정말 명작이고, 크리스토퍼 놀란의 영화가 왜 극찬받는지 한번에 이해할 수 있는 작품이라고 감히 말할 수 있는 작품이었다."
3시간 상영시간을 걱정했던 나는 어디갔는가. 재밌는 영화가 아닙니다. 대단한 영화입니다. 이러한 이야기와 한 사람에 대한 서사를 이렇게 끌고가는 연출도 대단합니다.
조금 지루한감이 없지않아
세시간이 후딱 지났어요.. 영화 너무 좋네요! 공부 좀 더하고 한번더 관람하고싶은 영화에요!
관람하니까 호불호가 왜 갈리는지 알겠음 미국사 다시 공부하는 기분이었음 심리 따라가는 영상미도 좋았고 큰 스크린에서 보면 더 좋았을걸 아쉬었음 전체적으로 호
세시간동안 시간 가는줄 모르고 푹 빠져서 봣어요.넘 재밋네요
화면 효과를 통한 심리 묘사가 훨씬 탁월하다 내가 조사받는 줄 알았던 청문회 장면 인상적
3시간이 금방이네요 물리학 지식과 역사 사회적 지식이 있으면 더 재미를 느낄 수 있습니다 연출 배우연기 이야기 다 좋네요 강추합니다
감독의 연출과 배우의 연기력이 돋보이는 영화입니다. 다만 인물에 대해서 모르고 가면 아쉬운 부분이 많을 듯 합니다
몰입감 있고 배우들의 연기가 좋았어요
문과 출신인 내겐 클라이막스가 없는듯 하다 ㅠㅠ
영상미가 정말 뛰어나다. 아이맥스로 보길 잘했다. 스토리는 예습하고 가서 보는 게 더 나을 것 같다.
생각하면서 보게 하는 영화....
역시 놀란 .. 영상미와 사운드와 연출이 다 경탄스럽다.
포스터는 sf판타지 같은데 원자폭탄스토리였네요 역사관련 영화도 좋아해서 스토리탄탄하고 몰입도 있어서 잘봤습니다 근데 길다보니 조금 루즈한부분이 있어서 피곤한상태로 보다가 졸음과 싸움했어요 글고 어디가나 정치싸움은 더럽네요...
"너무 좋아요!!!! 인생 영화일 정도로 연출, 연기, 배경음 모두 다 완벽합니다 ??"
"1.아이맥스가 아니어도 괜찮다고 들었는데..아이맥스였으면 더 좋았겠단 생각이 중간중간 들었음..2.융합과 분열이 핵에만 있는게 아니라는거..3.예고편은 끌리지 않았는데, 보고 나니 역시 감독 특유의 심오함? 끌림이 있음..몰입감에서 오는 집중력이 후회하지 않을거라 생각됨."
초반부는 살짝 지루했는데 끝에 한시간 몰입도 최고입니당 잼써요~~~
졸음 참는다면 최고의 영화다! 나는 졸았다.
킬리언머피를찍는놀란은얼마나좋았을까?
놀란 영화 본 것 중 최악.
차곡차곡 쌓아 올리다가 중반 이후부터 휘몰아친다. 영화를 보고 나니 왜 원작이 '아메리칸 프로메테우스'인지 이해되었다.
배우들의 연기 차력쇼. 애국과 자유주의를 표방한 억압은 얼마나 목을 죄는가. 오직 없는 자들만이 집착한다.
이런일이 있었다니! 나랑 관계없는 이야기라 생각했는데 전혀 그렇지 않은 꼭 알고 있어야 하는 이야기!
3시간 집중하면서 봤습니다
좋습니다 멋집니다 최고
